0,03:25,4.17352
1,03:30,4.17364
2,03:35,4.17366
3,03:40,4.17378
4,03:45,4.17388
5,03:50,4.1741
6,03:55,4.17416
7,04:00,4.17404
8,04:05,4.1733
9,04:10,4.17316
10,04:15,4.17314
11,04:20,4.1732
12,04:25,4.17036
13,04:30,4.16914
14,04:35,4.16912
15,04:40,4.16781
16,04:45,4.1678
17,04:50,4.16664
18,04:55,4.16678
19,05:00,4.16422
20,05:05,4.16524
21,05:10,4.16396
22,05:15,4.16393
23,05:20,4.16382
24,05:25,4.16394
25,05:30,4.16276
26,05:35,4.1657
27,05:40,4.16578
28,05:45,4.16593
29,05:50,4.16604
30,05:55,4.16632
31,06:00,4.16634
32,06:05,4.16583
33,06:10,4.16678
34,06:15,4.16614
35,06:20,4.16531
36,06:25,4.15686
37,06:30,4.1606
38,06:35,4.16176
39,06:40,4.16108
40,06:45,4.1635
41,06:50,4.16501
42,06:55,4.17282
43,07:00,4.1756
44,07:05,4.20124
45,07:10,4.20121
46,07:15,4.19948
47,07:20,4.19112
48,07:25,4.19566
49,07:30,4.19574
50,07:35,4.20124
51,07:40,4.19306
52,07:45,4.19365
53,07:50,4.19662
54,07:55,4.19802
55,08:00,4.20592
56,08:05,4.20415
57,08:10,4.20383
58,08:15,4.20458
59,08:20,4.19877
60,08:25,4.19588
61,08:30,4.19676
62,08:35,4.19604
63,08:40,4.18818
64,08:45,4.18885
65,08:50,4.19266
66,08:55,4.19818
67,09:00,4.20126
68,09:05,4.20034
69,09:10,4.19712
70,09:15,4.19821
71,09:20,4.1942
72,09:25,4.18838
73,09:30,4.18949
74,09:35,4.19411
75,09:40,4.19108
76,09:45,4.1933
77,09:50,4.1935
78,09:55,4.19281
79,10:00,4.19105
80,10:05,4.19119
81,10:10,4.18588
82,10:15,4.18874
83,10:20,4.18862
84,10:25,4.19006
85,10:30,4.1896
86,10:35,4.19124
87,10:40,4.18852
88,10:45,4.19462
89,10:50,4.19539
90,10:55,4.19626
91,11:00,4.1963
92,11:05,4.19568
93,11:10,4.1957
94,11:15,4.20096
95,11:20,4.20329
96,11:25,4.1955
97,11:30,4.20299
98,11:35,4.20292
99,11:40,4.20238
100,11:45,4.20326
101,11:50,4.20338
102,11:55,4.20512
103,12:00,4.1997
104,12:05,4.19952
105,12:10,4.19782
106,12:15,4.19867
107,12:20,4.20222
108,12:25,4.2013
109,12:30,4.20016
110,12:35,4.19649
111,12:40,4.19736
112,12:45,4.198
113,12:50,4.19888
114,12:55,4.19912
115,13:00,4.20038
116,13:05,4.19694
117,13:10,4.19758
118,13:15,4.19763
119,13:20,4.19725
120,13:25,4.19786
121,13:30,4.19704
122,13:35,4.19522
123,13:40,4.19956
124,13:45,4.19842
125,13:50,4.19761
126,13:55,4.1992
127,14:00,4.20254
128,14:05,4.20135
129,14:10,4.2105
130,14:15,4.21742
131,14:20,4.22068
132,14:25,4.22896
133,14:30,4.22406
134,14:35,4.23338
135,14:40,4.23756
136,14:45,4.22672
137,14:50,4.23093
138,14:55,4.23448
139,15:00,4.23834
140,15:05,4.23481
141,15:10,4.22918
142,15:15,4.2325
143,15:20,4.22776
144,15:25,4.23343
145,15:30,4.23758
146,15:35,4.24323
147,15:40,4.23967
148,15:45,4.23686
149,15:50,4.23204
150,15:55,4.2307
151,16:00,4.22911
152,16:05,4.23279
153,16:10,4.23318
154,16:15,4.23319
155,16:20,4.22389
156,16:25,4.22386
157,16:30,4.223
158,16:35,4.2183
159,16:40,4.2212
160,16:45,4.21352
161,16:50,4.22514
162,16:55,4.22128
163,17:00,4.21672
164,17:05,4.21784
165,17:10,4.21741
166,17:15,4.22121
167,17:20,4.22109
168,17:25,4.22446
169,17:30,4.22348
170,17:35,4.21505
171,17:40,4.21648
172,17:45,4.21697
173,17:50,4.22233
174,17:55,4.22366
175,18:00,4.22473
176,18:05,4.22396
177,18:10,4.22181
178,18:15,4.22154
179,18:20,4.2221
180,18:25,4.22293
181,18:30,4.22285
182,18:35,4.22141
183,18:40,4.22054
184,18:45,4.21926
185,18:50,4.22036
186,18:55,4.2187
187,19:00,4.21914
188,19:05,4.21478
189,19:10,4.21552
190,19:15,4.2155
191,19:20,4.21625
192,19:25,4.21598
193,19:30,4.2151
194,19:35,4.21536
195,19:40,4.21923
196,19:45,4.22086
197,19:50,4.2141
198,19:55,4.21426
199,20:00,4.2181
200,20:05,4.21648
201,20:10,4.21629
202,20:15,4.21601
203,20:20,4.21606
204,20:25,4.21588
205,20:30,4.21342
206,20:35,4.21362
207,20:40,4.21344
208,20:45,4.21352
209,20:50,4.2136
210,20:55,4.21373
211,21:00,4.21394
212,21:05,4.21406
213,21:10,4.2141
214,21:15,4.21413
215,21:25,4.21401
216,21:30,4.21414
217,21:35,4.21412
218,21:40,4.21498
219,21:45,4.21498
220,21:50,4.21832
221,21:55,4.21778
222,22:00,4.21758
223,22:05,4.21893
224,22:10,4.2192
225,22:15,4.21862
226,22:20,4.21825
227,22:25,4.21799
228,22:30,4.21786
229,22:35,4.21802
230,22:40,4.21772
231,22:45,4.21894
232,22:50,4.21901
233,22:55,4.21922
234,23:00,4.21912
235,23:05,4.21929
236,23:10,4.21924
237,23:15,4.21901
238,23:20,4.22316
239,23:25,4.2282
240,23:30,4.22528
241,23:35,4.22518
242,23:40,4.22574
243,23:45,4.22435
244,23:50,4.22448
245,23:55,4.2242
246,00:00,4.22418
247,00:05,4.22423
248,00:10,4.22402
249,00:15,4.2238
250,00:20,4.22382
251,00:25,4.22385
252,00:30,4.22362
253,00:35,4.22396
254,00:40,4.224
255,00:45,4.2241
